product,total_quantity_sold,total_revenue,average_quantity_sold,predicted_60_day_quantity,reason
Lion dates syrup 250gm,3.0,10.47,3.0,180.0,Prediction is based on average quantity sold during the given timeframe.
Lollipop,253.0,123.97,253.0,15180.0,Prediction is based on average quantity sold during the given timeframe.
Lollipops,12.0,6.0,12.0,720.0,Prediction is based on average quantity sold during the given timeframe.
Long Chilli / Lb,32.74,147.0,32.74,1964.4,Prediction is based on average quantity sold during the given timeframe.
Long Plantain,81.88,105.58,81.88,4912.799999999999,Prediction is based on average quantity sold during the given timeframe.
Long Squash /Lb,1480.11,2157.78,1480.11,88806.59999999999,Prediction is based on average quantity sold during the given timeframe.
Long Thread,11.0,21.89,11.0,660.0,Prediction is based on average quantity sold during the given timeframe.
Loose Garlic / Lb,156.51,780.5,156.51,9390.599999999999,Prediction is based on average quantity sold during the given timeframe.
Lord Ganesh,1.0,6.99,1.0,60.0,Prediction is based on average quantity sold during the given timeframe.
Lux,27.0,67.23,27.0,1620.0,Prediction is based on average quantity sold during the given timeframe.
Luxe Pistachio Cream 200g,12.0,95.88,12.0,720.0,Prediction is based on average quantity sold during the given timeframe.
Luxury Trends dhubai chocolate,71.0,614.29,71.0,4260.0,Prediction is based on average quantity sold during the given timeframe.
Lx Black Big Cardamom 100Gm,8.0,39.92,8.0,480.0,Prediction is based on average quantity sold during the given timeframe.
Lx Bullet Naan,4.0,11.96,4.0,240.0,Prediction is based on average quantity sold during the given timeframe.
Lx Butter Ghee 8Oz,35.0,253.65,35.0,2100.0,Prediction is based on average quantity sold during the given timeframe.
Lx Cold Pressed Peanut Oil 2liter,24.0,394.76,24.0,1440.0,Prediction is based on average quantity sold during the given timeframe.
Lx Cold Pressed Sesame Oil 2L,12.0,282.88,12.0,720.0,Prediction is based on average quantity sold during the given timeframe.
Lx Dark Red Kidney Beans 2Lb,19.0,94.81,19.0,1140.0,Prediction is based on average quantity sold during the given timeframe.
Lx Date And Tamarind 32 Oz,6.0,57.95,6.0,360.0,Prediction is based on average quantity sold during the given timeframe.
Lx Frozen Coconut Slices,36.0,107.64,36.0,2160.0,Prediction is based on average quantity sold during the given timeframe.
Lx Green Peas 908G,24.0,119.76,24.0,1440.0,Prediction is based on average quantity sold during the given timeframe.
Lx Jaggery Powder 2Lb,30.0,179.7,30.0,1800.0,Prediction is based on average quantity sold during the given timeframe.
Lx Kaju Dryfruit Mix 350G,11.0,98.89,11.0,660.0,Prediction is based on average quantity sold during the given timeframe.
Lx Kaju Katli 350G,9.0,80.91,9.0,540.0,Prediction is based on average quantity sold during the given timeframe.
Lx Kawan Chapatti 8 Pc,21.0,62.79,21.0,1260.0,Prediction is based on average quantity sold during the given timeframe.
Lx Kawan Spring Roll Pastry 25pcs,6.0,11.94,6.0,360.0,Prediction is based on average quantity sold during the given timeframe.
Lx Kesar Penda 350G,14.0,97.86,14.0,840.0,Prediction is based on average quantity sold during the given timeframe.
Lx Malai Penda 350G,9.0,62.91,9.0,540.0,Prediction is based on average quantity sold during the given timeframe.
Lx Motichur (350G),9.0,44.91,9.0,540.0,Prediction is based on average quantity sold during the given timeframe.
Lx Mustard Oil 500Ml,22.0,108.78,22.0,1320.0,Prediction is based on average quantity sold during the given timeframe.
Lx Mustard Oil 5L,2.0,53.98,2.0,120.0,Prediction is based on average quantity sold during the given timeframe.
Lx Ragi Flour 2Lb,47.0,140.53,47.0,2820.0,Prediction is based on average quantity sold during the given timeframe.
Lx Roasted Chana 400g,29.0,86.71,29.0,1740.0,Prediction is based on average quantity sold during the given timeframe.
Lx Sambar Mix 400Gm,16.0,95.84,16.0,960.0,Prediction is based on average quantity sold during the given timeframe.
Lx Surati Papdi Lilva 300G,17.0,50.83,17.0,1020.0,Prediction is based on average quantity sold during the given timeframe.
Lx Tandoori Naan,4.0,11.96,4.0,240.0,Prediction is based on average quantity sold during the given timeframe.
Lx Toovar Lilva-310G,10.0,24.9,10.0,600.0,Prediction is based on average quantity sold during the given timeframe.
Lx light Red Kidney Beans 4Lb,11.0,87.89,11.0,660.0,Prediction is based on average quantity sold during the given timeframe.
Lx. Milk Rusk 600Gm,29.0,115.71,29.0,1740.0,Prediction is based on average quantity sold during the given timeframe.
Lx.Mahab.Rst Chana 800Gm,15.0,97.35,15.0,900.0,Prediction is based on average quantity sold during the given timeframe.
Lx.Milk Cake 350Gm,9.0,62.91,9.0,540.0,Prediction is based on average quantity sold during the given timeframe.
Lx.Mustard Seeds(800),20.0,79.8,20.0,1200.0,Prediction is based on average quantity sold during the given timeframe.
Lxaxmi Methi Block 300Gm,20.0,49.8,20.0,1200.0,Prediction is based on average quantity sold during the given timeframe.
Lxmi Rnd Cinnamon Sticks 200Gm,23.0,119.77,23.0,1380.0,Prediction is based on average quantity sold during the given timeframe.
Lychee Fresh / Lb,48.96,293.26,48.96,2937.6,Prediction is based on average quantity sold during the given timeframe.
M.H Handi 1.5lt,1.0,16.99,1.0,60.0,Prediction is based on average quantity sold during the given timeframe.
MAGGIE IMLI SAUCE 75G,1.0,2.49,1.0,60.0,Prediction is based on average quantity sold during the given timeframe.
MAGGIE RICH SAUCE 970G,9.0,53.91,9.0,540.0,Prediction is based on average quantity sold during the given timeframe.
MALABAR UNFRIED PANIPURI 200G,2.0,2.98,2.0,120.0,Prediction is based on average quantity sold during the given timeframe.
MANGAL SUTRA,1.0,1.99,1.0,60.0,Prediction is based on average quantity sold during the given timeframe.
MARIO MASALA NOODLES 700G,15.0,44.85,15.0,900.0,Prediction is based on average quantity sold during the given timeframe.
MARIO TEZ TADKA 500G,2.0,5.98,2.0,120.0,Prediction is based on average quantity sold during the given timeframe.
MASALA JEERA,55.0,109.45,55.0,3300.0,Prediction is based on average quantity sold during the given timeframe.
MASALA SPICY KHAKHRA 200G,2.0,3.98,2.0,120.0,Prediction is based on average quantity sold during the given timeframe.
MATCH BOX,1.0,1.99,1.0,60.0,Prediction is based on average quantity sold during the given timeframe.
MDH Amchur powder,5.0,9.95,5.0,300.0,Prediction is based on average quantity sold during the given timeframe.
MDH Chunky Chat masala,21.0,125.79,21.0,1260.0,Prediction is based on average quantity sold during the given timeframe.
MDH KORMA MASALA 60G,1.0,1.99,1.0,60.0,Prediction is based on average quantity sold during the given timeframe.
MDH SPICE CURRY MIX 60G,4.0,7.96,4.0,240.0,Prediction is based on average quantity sold during the given timeframe.
MEDJOOL DATES 4.4 LB,9.0,233.91,9.0,540.0,Prediction is based on average quantity sold during the given timeframe.
MEENA PATA,1.0,5.99,1.0,60.0,Prediction is based on average quantity sold during the given timeframe.
MEENAKSHI,3.0,10.97,3.0,180.0,Prediction is based on average quantity sold during the given timeframe.
MEHARBAN CARDAMOM 200G,24.0,263.76,24.0,1440.0,Prediction is based on average quantity sold during the given timeframe.
MILK BIKIES MINIS KREMZ 200g,21.0,73.29,21.0,1260.0,Prediction is based on average quantity sold during the given timeframe.
MILK BIKIS MINI WAFES 200g,11.0,32.89,11.0,660.0,Prediction is based on average quantity sold during the given timeframe.
MIXED FRUIT,1.0,2.99,1.0,60.0,Prediction is based on average quantity sold during the given timeframe.
MODA BAKLAVA PISTACHIO 30G,26.0,77.74,26.0,1560.0,Prediction is based on average quantity sold during the given timeframe.
MODA BAKLAVA WALNUT 30G,9.0,23.91,9.0,540.0,Prediction is based on average quantity sold during the given timeframe.
MODA Classic Kunefe,1.0,9.99,1.0,60.0,Prediction is based on average quantity sold during the given timeframe.
MODA DUBAI CHOCOLATE 95G,66.0,330.34,66.0,3960.0,Prediction is based on average quantity sold during the given timeframe.
MOTHERS RECIPE GINGER PICKLE 300g,2.0,5.98,2.0,120.0,Prediction is based on average quantity sold during the given timeframe.
MR Andhra Tomato W Garlic 300g,5.0,13.95,5.0,300.0,Prediction is based on average quantity sold during the given timeframe.
MR Gujarati Methia Mango 500g,1.0,3.49,1.0,60.0,Prediction is based on average quantity sold during the given timeframe.
MR Lime Pickle Mild 500g,3.0,10.47,3.0,180.0,Prediction is based on average quantity sold during the given timeframe.
MR Madras Thokku 300g,1.0,2.99,1.0,60.0,Prediction is based on average quantity sold during the given timeframe.
MR Mango Chilli Pk 500g,2.0,6.98,2.0,120.0,Prediction is based on average quantity sold during the given timeframe.
MR Mango Pick Hot 500g,4.0,15.96,4.0,240.0,Prediction is based on average quantity sold during the given timeframe.
MR Mixed Pickle SIS 300g,5.0,14.95,5.0,300.0,Prediction is based on average quantity sold during the given timeframe.
MR Pickle Bengali Mango 500gm,1.0,3.49,1.0,60.0,Prediction is based on average quantity sold during the given timeframe.
MR Pickle Green Chilli 500g,2.0,6.98,2.0,120.0,Prediction is based on average quantity sold during the given timeframe.
MR Pickle Lime Chill 500g,3.0,10.47,3.0,180.0,Prediction is based on average quantity sold during the given timeframe.
MR Pickle Maharastra Mango 500,2.0,6.98,2.0,120.0,Prediction is based on average quantity sold during the given timeframe.
MR Pickle Punjabi Mango 500g,1.0,3.49,1.0,60.0,Prediction is based on average quantity sold during the given timeframe.
MR Punjabi Pachranga 500g,3.0,13.47,3.0,180.0,Prediction is based on average quantity sold during the given timeframe.
MR Punjabi Teekha Mango 500g,5.0,22.45,5.0,300.0,Prediction is based on average quantity sold during the given timeframe.
MR RAJASTHANI SWEET LIME 575GM,7.0,24.43,7.0,420.0,Prediction is based on average quantity sold during the given timeframe.
MR SWEET & SOUR LIME PICKLE,2.0,6.98,2.0,120.0,Prediction is based on average quantity sold during the given timeframe.
MR Stuffed Red Chilli 500g,3.0,10.47,3.0,180.0,Prediction is based on average quantity sold during the given timeframe.
Maaza Guava Btl- 1 Lt,21.0,83.79,21.0,1260.0,Prediction is based on average quantity sold during the given timeframe.
Maaza Guava Juice 330Ml,20.0,39.8,20.0,1200.0,Prediction is based on average quantity sold during the given timeframe.
Maaza Lychee - 1 Lt,6.0,23.94,6.0,360.0,Prediction is based on average quantity sold during the given timeframe.
Maaza Lychee 330Ml,7.0,13.93,7.0,420.0,Prediction is based on average quantity sold during the given timeframe.
Maaza Mango Glass Bttl 1 Lt,30.0,119.7,30.0,1800.0,Prediction is based on average quantity sold during the given timeframe.
Maaza Mango Juice 330Ml,38.0,75.62,38.0,2280.0,Prediction is based on average quantity sold during the given timeframe.
Maggi 2 Minutes Noodles 70g,216.0,213.84,216.0,12960.0,Prediction is based on average quantity sold during the given timeframe.
Maggi Hot & Swt Tomato 1Kg,28.0,167.72,28.0,1680.0,Prediction is based on average quantity sold during the given timeframe.
Maggi Masala Noodles 560G,365.0,1821.35,365.0,21900.0,Prediction is based on average quantity sold during the given timeframe.
Maggi Masala Pack,762.0,376.38,762.0,45720.0,Prediction is based on average quantity sold during the given timeframe.
Maggi Oats Millet 298g,23.0,91.77,23.0,1380.0,Prediction is based on average quantity sold during the given timeframe.
Maggi Rich Tomato Ketchup 970G,4.0,27.96,4.0,240.0,Prediction is based on average quantity sold during the given timeframe.
Maggi Veg Masala Noodles 290g,22.0,85.79,22.0,1320.0,Prediction is based on average quantity sold during the given timeframe.
Maggie Tomato Ketchup 1kg,1.0,6.99,1.0,60.0,Prediction is based on average quantity sold during the given timeframe.
Maggie Veg Atta 72.5G,2.0,5.98,2.0,120.0,Prediction is based on average quantity sold during the given timeframe.
Mala -B Satin,6.0,35.94,6.0,360.0,Prediction is based on average quantity sold during the given timeframe.
Mala Moti -B,1.0,4.99,1.0,60.0,Prediction is based on average quantity sold during the given timeframe.
Mala-A Satin,4.0,19.96,4.0,240.0,Prediction is based on average quantity sold during the given timeframe.
Malabar Leaves/Lb,76.6,181.95,76.6,4596.0,Prediction is based on average quantity sold during the given timeframe.
Mango / Box,1.0,9.99,1.0,60.0,Prediction is based on average quantity sold during the given timeframe.
Mango Leaf,306.0,302.94,306.0,18360.0,Prediction is based on average quantity sold during the given timeframe.
Mango Leaves,3.0,2.97,3.0,180.0,Prediction is based on average quantity sold during the given timeframe.
Manna Barnyard 1 Lb,1.0,4.99,1.0,60.0,Prediction is based on average quantity sold during the given timeframe.
Manna Health Mix,10.0,39.9,10.0,600.0,Prediction is based on average quantity sold during the given timeframe.
Manna Kodri Millet,2.0,9.98,2.0,120.0,Prediction is based on average quantity sold during the given timeframe.
Manna Little Millets 500G,2.0,9.98,2.0,120.0,Prediction is based on average quantity sold during the given timeframe.
Manna Proso Millet,1.0,6.99,1.0,60.0,Prediction is based on average quantity sold during the given timeframe.
Manual,706.24,1306.24,706.24,42374.4,Prediction is based on average quantity sold during the given timeframe.
Margo 100Gm,13.0,12.87,13.0,780.0,Prediction is based on average quantity sold during the given timeframe.
Marie Gold 600Gm,41.0,132.59,41.0,2460.0,Prediction is based on average quantity sold during the given timeframe.
Masala Jeera Kashmira 300ml,10.0,29.9,10.0,600.0,Prediction is based on average quantity sold during the given timeframe.
Mata Shringar Kit,6.0,29.94,6.0,360.0,Prediction is based on average quantity sold during the given timeframe.
Matches,8.0,15.92,8.0,480.0,Prediction is based on average quantity sold during the given timeframe.
Mava Modak,17.0,118.83,17.0,1020.0,Prediction is based on average quantity sold during the given timeframe.
Mcv Digestives The Original,40.0,184.6,40.0,2400.0,Prediction is based on average quantity sold during the given timeframe.
Mcvities Digestive 400G,1.0,1.0,1.0,60.0,Prediction is based on average quantity sold during the given timeframe.
Mdh Achari Chicken 100G,1.0,1.99,1.0,60.0,Prediction is based on average quantity sold during the given timeframe.
Mdh Achari Gosht Masala 100G,1.0,1.99,1.0,60.0,Prediction is based on average quantity sold during the given timeframe.
Mdh Arhar Dal Masala 100Gm,2.0,3.98,2.0,120.0,Prediction is based on average quantity sold during the given timeframe.
Mdh Bombay Biriyani 100Gm,4.0,7.96,4.0,240.0,Prediction is based on average quantity sold during the given timeframe.
Mdh Butter Chicken Mas-100Gm,28.0,55.72,28.0,1680.0,Prediction is based on average quantity sold during the given timeframe.
Mdh Chana Dal Masala 100G,2.0,3.98,2.0,120.0,Prediction is based on average quantity sold during the given timeframe.
Mdh Chicken Curry Masala 100Gm,16.0,31.84,16.0,960.0,Prediction is based on average quantity sold during the given timeframe.
Mdh Chunky Chat Mas 100G,22.0,43.78,22.0,1320.0,Prediction is based on average quantity sold during the given timeframe.
