product,total_quantity_sold,total_revenue,average_quantity_sold,average_revenue,number_of_records
nanak Gajrela 850g,2.0,21.98,2.0,21.98,1
Kajal,11.0,21.89,11.0,21.89,1
Long Thread,11.0,21.89,11.0,21.89,1
Gazab Aloe Orange 290Ml,11.0,21.89,11.0,21.89,1
Priya Rasam Powder (100G),11.0,21.89,11.0,21.89,1
Shan Chapli Kabab Mix 100Gm,11.0,21.89,11.0,21.89,1
Vatika Sandalwood 100G,11.0,21.89,11.0,21.89,1
kvl kasuri methi 25g,11.0,21.89,11.0,21.89,1
Moms Magic Butter Cookies 250G,11.0,21.89,11.0,21.89,1
GZ BROWN SUGAR 290ML,11.0,21.89,11.0,21.89,1
Gopuram Kum Kuma,15.0,21.86,15.0,21.86,1
Organic TATTVA GREEN SPLIT MOOG 4lb,2.0,21.38,2.0,21.38,1
Dark Fantasy choco Nut Fills 75G,15.0,21.35,15.0,21.35,1
Aluminium Kadai #6,1.0,20.99,1.0,20.99,1
AVANI COCONUT OIL 1L,3.0,20.97,3.0,20.97,1
GRB Mysore Pak 400g,3.0,20.97,3.0,20.97,1
Deccan Upma Rava 4LB,3.0,20.97,3.0,20.97,1
Desai Mango Pulp 850G,3.0,20.97,3.0,20.97,1
Organic Virgin Oil,3.0,20.97,3.0,20.97,1
Balaji Urad Gota 4lb,3.0,20.97,3.0,20.97,1
Ss Serving 7,3.0,20.97,3.0,20.97,1
Jiyas Indian Sugar 4Lb,3.0,20.97,3.0,20.97,1
Deep Moon Dal 4lb,3.0,20.97,3.0,20.97,1
Aloevera Gel,3.0,20.97,3.0,20.97,1
Laxmi Homestyle Paratha 15pcs,3.0,20.97,3.0,20.97,1
Grand Ginger Pickle 400G,3.0,20.97,3.0,20.97,1
GANESH,3.0,20.97,1.5,10.485,2
Parachute Coconut oil 1L,3.0,20.97,3.0,20.97,1
Vatika Argan Shampoo 400Ml,3.0,20.97,3.0,20.97,1
Ashoka Mini Punjabi Samosa12Pc,3.0,20.97,3.0,20.97,1
indravati coco shred 800g,3.0,20.97,3.0,20.97,1
Haldiram Rasmalai 500g,3.0,20.97,3.0,20.97,1
Gazab Marathi Moggu,6.0,20.94,6.0,20.94,1
GAZAN SOYA BEANS 2LB,6.0,20.94,6.0,20.94,1
Aara Coconut Powder 400G,6.0,20.94,6.0,20.94,1
Ss Tea Strainer,7.0,20.93,7.0,20.93,1
Garvi Gujarat Banana Wafer 180g,7.0,20.93,7.0,20.93,1
Aara coconut Medium 7oz,7.0,20.93,7.0,20.93,1
Laxmi Gobi Paratha 400G,7.0,20.93,7.0,20.93,1
jj flora brooms,7.0,20.93,7.0,20.93,1
Gazab Sabudana 400Gm,7.0,20.93,7.0,20.93,1
Karachi Bakery Methi Khari 250G,7.0,20.93,7.0,20.93,1
Shan Himalayan Pink Salt 800Gm,7.0,20.93,7.0,20.93,1
Vadilal Rumali Roti 6 Pieces,7.0,20.93,7.0,20.93,1
RAMDEV WHEAT FINE 2 LB,7.0,20.93,7.0,20.93,1
Agarbati Stand,7.0,20.93,7.0,20.93,1
Aachi fish fry 100g,7.0,20.93,7.0,20.93,1
Deep Masala Murukku 7oz,7.0,20.93,7.0,20.93,1
Ramdev dagar Phool 100g,7.0,20.93,7.0,20.93,1
Mr Desi Szechwan 375g,7.0,20.93,7.0,20.93,1
Brass Divi,7.0,20.93,7.0,20.93,1
Mtr Masala Karam Powder200g,7.0,20.93,7.0,20.93,1
Mothers Garlic paste 300g,7.0,20.93,7.0,20.93,1
Janaki Mixture 7Oz,7.0,20.93,7.0,20.93,1
Sunfeast Moms Magic 250G,9.0,20.91,9.0,20.91,1
ITALIAN EGGPLANT,10.49,20.88,10.49,20.88,1
Wafer Salt N Pepper,14.0,20.86,14.0,20.86,1
Deep chikki crushed peanut 100g,21.0,20.79,21.0,20.79,1
Aara Black Pepper Powder 100G,8.0,20.72,8.0,20.72,1
Mtr Chaat Masala-100Gm,9.0,20.61,9.0,20.61,1
Aluminium Tray (Medium),11.0,20.49,11.0,20.49,1
Parleg Royal 72G,41.0,20.35,41.0,20.35,1
Clay Fish Curry Handi 2lt,1.0,19.99,1.0,19.99,1
IDHAYAM COLD GROUNDNUT OIL 1L,2.0,19.98,2.0,19.98,1
Idyham Seame Oil 1 Lt,2.0,19.98,2.0,19.98,1
Aara Diabetic Basmati 4Lb,2.0,19.98,2.0,19.98,1
Wooden Chakla #10,2.0,19.98,2.0,19.98,1
Aara Mace Whole 100G,2.0,19.98,2.0,19.98,1
Kohinoor Br 4.4Lb,2.0,19.98,2.0,19.98,1
Kohinoor Basmati Rice,2.0,19.98,2.0,19.98,1
PIA BEAUTY HERBAL,2.0,19.98,2.0,19.98,1
PLASTIC BUCKET PLAIN,2.0,19.98,2.0,19.98,1
Prestige Gasket 3L,4.0,19.96,4.0,19.96,1
Vicks Vaporub 50Ml,4.0,19.96,4.0,19.96,1
Dabur Rose Syrup-710ML,4.0,19.96,4.0,19.96,1
Mothers Red Chilli Garlic 330g,4.0,19.96,4.0,19.96,1
Double H Palappam Mix 1Kg,4.0,19.96,4.0,19.96,1
Easy Idiyappam 1Kg,4.0,19.96,4.0,19.96,1
TELUGU kb 400G,4.0,19.96,4.0,19.96,1
Haldirams Paneer Cutlet 8pcs,4.0,19.96,4.0,19.96,1
SWETHA CHITTI RICE 2LB,4.0,19.96,4.0,19.96,1
Laxmi Punjab Gud 2lb,4.0,19.96,4.0,19.96,1
Ramdev Sabudana 4lb,4.0,19.96,4.0,19.96,1
Gazab Nutmeg Whole,4.0,19.96,4.0,19.96,1
vicco turmeric 80g,4.0,19.96,4.0,19.96,1
meharban garlic paste 708g,4.0,19.96,4.0,19.96,1
Crunchy Delight Ragi moringa chikki 200gm,4.0,19.96,4.0,19.96,1
Mala-A Satin,4.0,19.96,4.0,19.96,1
Parachute Coconut and Avocado Shampoo 340ml,4.0,19.96,4.0,19.96,1
Gazab Star Anise 200g,4.0,19.96,4.0,19.96,1
G.P Diya (Di-51),4.0,19.96,4.0,19.96,1
Quit TeaAshwagandha Turmeric Ginger,4.0,19.96,4.0,19.96,1
Aara Ginger Pwdr 14Oz,4.0,19.96,4.0,19.96,1
HEM 3 in one incense sticks,4.0,19.96,4.0,19.96,1
Sat-isabgol big,4.0,19.96,4.0,19.96,1
Vadilal Fruit Cassatta Ice Cream 150gm,5.0,19.95,5.0,19.95,1
Hide&Seek B Vanilla 3 Pck,5.0,19.95,5.0,19.95,1
Kayam Churna Tablets (30Tabs),5.0,19.95,5.0,19.95,1
Shan Butter Chicken 100gm,5.0,19.95,5.0,19.95,1
Dabur Amla Hair Oil-200Ml,5.0,19.95,5.0,19.95,1
banrasi pan 200g,5.0,19.95,5.0,19.95,1
Colgate Vedshakti 200G,5.0,19.95,5.0,19.95,1
Gazab Mughalai Mix 200G,5.0,19.95,5.0,19.95,1
Hem Jasmine Incense,5.0,19.95,5.0,19.95,1
om shanthi pooja oil 500ml,5.0,19.95,5.0,19.95,1
Gazab Mukhwas Kesar Mouth,5.0,19.95,5.0,19.95,1
Delicious Delight Chocolate biscotti 200gm,5.0,19.95,5.0,19.95,1
Great value Soya Sauce 444ml,5.0,19.95,5.0,19.95,1
Goya Chick Peas 1 Lb,5.0,19.95,5.0,19.95,1
LX AJWAIN SEEDS 200GM,5.0,19.95,5.0,19.95,1
Punjabi Matri Namak Para 300g,5.0,19.95,5.0,19.95,1
Dermicool Regular Powder 150gm,5.0,19.95,5.0,19.95,1
NIVIA HARD TENNIS BALLS,5.0,19.95,5.0,19.95,1
BAMBINO VERMICELLI 600G,5.0,19.95,5.0,19.95,1
Aara Moong Chilka 2Lb,5.0,19.95,5.0,19.95,1
Crispy Almond Cookie 350Gm,5.0,19.95,5.0,19.95,1
Deep Kashmiri C Powder200G,5.0,19.95,5.0,19.95,1
Amul Malai Paneer 200G,5.0,19.95,5.0,19.95,1
Chutnefy Allam Chutney 75G,5.0,19.95,5.0,19.95,1
Vicco Vajradanti Cinnamon200g,5.0,19.95,5.0,19.95,1
Vicco Vajradanti Funnel 200g,5.0,19.95,5.0,19.95,1
Gazab Desi Pan Gulkand 200G,5.0,19.95,5.0,19.95,1
Gazab Dagad Phool 100G,5.0,19.95,5.0,19.95,1
Swagat Masoor dal 2lb,5.0,19.95,5.0,19.95,1
lx.palak paneer 284gm,5.0,19.95,5.0,19.95,1
HEM Chandan,5.0,19.95,5.0,19.95,1
Deep Raw Peanuts 2Lbs,5.0,19.95,5.0,19.95,1
Deep Rice Roti 10pcs,5.0,19.95,5.0,19.95,1
VICCO TURMERIC LOTION 200ML,5.0,19.95,5.0,19.95,1
Laxmi Peanut Laddu,8.0,19.92,8.0,19.92,1
Comb Big,8.0,19.92,8.0,19.92,1
Janaki Tengul 7Oz,8.0,19.92,8.0,19.92,1
Ammas Garlic Murukku 200G,8.0,19.92,8.0,19.92,1
Telugu Amla 300G,8.0,19.92,8.0,19.92,1
Garvi Gujarat Ratlami Sev 285g,8.0,19.92,8.0,19.92,1
Priya Nuvvula Podi Powder 100G,10.0,19.9,10.0,19.9,1
Shan Pani Puri Masala Mix 100G,10.0,19.9,10.0,19.9,1
Shan Bihari Kabab Mix 50G,10.0,19.9,10.0,19.9,1
balaji potato chips 100g,10.0,19.9,5.0,9.95,2
Priya Chicken Biryani Masala 50G,10.0,19.9,10.0,19.9,1
Ching's Hakka Egg Noodles 150G,11.0,19.9,11.0,19.9,1
Reddy's Corn flour 200gm,10.0,19.9,10.0,19.9,1
Goya Chick Peas 439G,10.0,19.9,10.0,19.9,1
Parle Kreams Gold Orange 266.88g,10.0,19.9,10.0,19.9,1
Knife,10.0,19.9,10.0,19.9,1
Cinthol Health Soap,10.0,19.9,10.0,19.9,1
Everest Kasuri Methi 25G,10.0,19.9,10.0,19.9,1
Dill Leaves /Each,10.0,19.9,10.0,19.9,1
TELUGU KALKANDAM 200G,10.0,19.9,10.0,19.9,1
TELUGU CHHOLE MASALA 50G,10.0,19.9,10.0,19.9,1
Priya Hyderabadi Mutton Biryani Masala 50g,10.0,19.9,10.0,19.9,1
Adani Sugar Candy,10.0,19.9,10.0,19.9,1
Telugu Sambar Powder 100g,10.0,19.9,10.0,19.9,1
Telugu Putnala Karam Podi 100g,10.0,19.9,10.0,19.9,1
Aachi Dum Biryani Msl,10.0,19.9,10.0,19.9,1
Gazab Fenugreek Seeds 200G,10.0,19.9,10.0,19.9,1
Everest Sambhar Masala 100g,10.0,19.9,10.0,19.9,1
Badshah Chicken Masala 100G,10.0,19.9,10.0,19.9,1
Parle Kreams Gold Banana 66.72g,20.0,19.8,20.0,19.8,1
Kati Roll Panner Tikka 200g,6.0,19.74,6.0,19.74,1
Britannia Biscafe 100g,13.0,19.37,13.0,19.37,1
Britannia Milk Caramel Wafers,13.0,19.37,13.0,19.37,1
Deccan Indrayani Rice 10Lb,1.0,18.99,1.0,18.99,1
Telugu Org S Masoori Rice 10Lb,1.0,18.99,1.0,18.99,1
Aluminium flat kadai # 5,1.0,18.99,1.0,18.99,1
Swetha Ponni Raw Rice 20Lb,1.0,18.99,1.0,18.99,1
Ha Kadai @1,1.0,18.99,1.0,18.99,1
Kerala Deepam # 8,1.0,18.99,1.0,18.99,1
Gazab Marble Kunda Danda,1.0,18.99,1.0,18.99,1
Gazab Pink Guava 2 Liter,4.0,18.96,4.0,18.96,1
Tiger Kreemz Strawberry,19.0,18.81,19.0,18.81,1
Adani Himalayan Pink Salt 150g,9.15,18.21,9.15,18.21,1
Mtr Sambar Mix (200G),7.0,18.13,7.0,18.13,1
Nanak Gulabjamun 15Pc 2.2Lb,2.0,17.98,2.0,17.98,1
Copper Kalash #5,2.0,17.98,2.0,17.98,1
Vital Tea 915G,2.0,17.98,2.0,17.98,1
Ramdev Chana Mahabaleswari plain 2lb,2.0,17.98,2.0,17.98,1
Vadilal Lachca Rabdi 454G,2.0,17.98,2.0,17.98,1
Tamicon 1 Kg,2.0,17.98,2.0,17.98,1
Himalaya Under Eye Cream,2.0,17.98,2.0,17.98,1
Pooja Nuts Banana Chip 200G,3.0,17.97,3.0,17.97,1
Nandos Extra Extra Hot 260g,3.0,17.97,3.0,17.97,1
Pooja Plate - 8,3.0,17.97,3.0,17.97,1
Gazab Edible Camphor 100G,3.0,17.97,3.0,17.97,1
Laxmi Bhakri Flour,3.0,17.97,3.0,17.97,1
Britannia Punjabi cookies jeera,3.0,17.97,3.0,17.97,1
GAZAB ORANGE MANGO,3.0,17.97,3.0,17.97,1
Laxmi Thin Poha 4lb,3.0,17.97,3.0,17.97,1
Vadilal Bhindi Cut,3.0,17.97,3.0,17.97,1
INSTANT YEAST,3.0,17.97,3.0,17.97,1
Aara Masoor Dal 4Lb,3.0,17.97,3.0,17.97,1
Himalaya Fairness Mask,3.0,17.97,3.0,17.97,1
Himalaya Neem Mask 150Ml,3.0,17.97,3.0,17.97,1
CUT PINEAPLE,3.0,17.97,3.0,17.97,1
Devam Proso Millet 2.2Lb,3.0,17.97,3.0,17.97,1
Ramdev Black Cardamom 100g,3.0,17.97,3.0,17.97,1
Sambal Olek Red Chilli Pste 18,3.0,17.97,3.0,17.97,1
hem inscene stick,4.0,17.96,4.0,17.96,1
Mother's Recipe Chole Masala,4.0,17.96,4.0,17.96,1
Gharana Salted Shakkar Para,6.0,17.94,6.0,17.94,1
Garlic Sleeves,6.0,17.94,6.0,17.94,1
Gazab Sabudana 400G,6.0,17.94,6.0,17.94,1
Foil Tray Big With lid,6.0,17.94,6.0,17.94,1
Shana Okra Sliced Rings 300G,6.0,17.94,6.0,17.94,1
Dabur Real Mango Nector 1 L,6.0,17.94,6.0,17.94,1
Karachi Bakery Khari Masala 250G,6.0,17.94,6.0,17.94,1
Garvi Gujarat Spicy BananaWafer180g,6.0,17.94,6.0,17.94,1
Gazab Sour Amla 200G,6.0,17.94,6.0,17.94,1
Vadilal Lila Chana 312Gm,6.0,17.94,6.0,17.94,1
Showpiece Small -B,6.0,17.94,6.0,17.94,1
Balaji Gopi Chandan Teeka,6.0,17.94,6.0,17.94,1
Ramdev Fenugreek Whole 400g,6.0,17.94,6.0,17.94,1
Periyar Orange Jam 500g,6.0,17.94,6.0,17.94,1
Kitchen Xpress Baby Bhindi 312g,6.0,17.94,6.0,17.94,1
Dabur Red Tooth Paste 200G,6.0,17.94,6.0,17.94,1
Mtr Lemon Rice Powder,6.0,17.94,6.0,17.94,1
Indi Bites Mix Veg Paratha 4pcs,6.0,17.94,6.0,17.94,1
Aara Dried Mint Leaves 100G,6.0,17.94,6.0,17.94,1
telugu onion samosa 300gm,6.0,17.94,6.0,17.94,1
GZ EDIBLE GUM 200G,6.0,17.94,6.0,17.94,1
Mothers Hot and Sweet Chilli Sauce 500gm,6.0,17.94,6.0,17.94,1
Idhayam Kerala Mixture 340Gm,6.0,17.94,6.0,17.94,1
Deep Tuvar Lilva - 12 Oz,6.0,17.94,6.0,17.94,1
Telugu Roasted Wheat Rava Fine 2LB,6.0,17.94,6.0,17.94,1
RAM BARLEY 2LB,6.0,17.94,6.0,17.94,1
Taza Parathas 5pcs,6.0,17.94,6.0,17.94,1
Vadilal Veg Suran 312Gm,6.0,17.94,6.0,17.94,1
heritage radiant rose 82g,9.0,17.91,9.0,17.91,1
Parle Oats & Berries 300g,9.0,17.91,9.0,17.91,1
Deep Coriander Powder-200g,9.0,17.91,9.0,17.91,1
Deep Frozen Amla 12Oz,9.0,17.91,9.0,17.91,1
Active Wheel 210G,9.0,17.91,9.0,17.91,1
Balaji Kumkum jar 50gm,9.0,17.91,9.0,17.91,1
RAM MARATHI 100G,9.0,17.91,9.0,17.91,1
Mdh Kasoori Methi,9.0,17.91,9.0,17.91,1
Dark Fantasy Bourbon 150g,9.0,17.91,9.0,17.91,1
Mdh Meat Curry Masala 100Gm,9.0,17.91,9.0,17.91,1
Radishes 1Lb,9.0,17.91,9.0,17.91,1
Shan Frd Chops/Steaks Mix 50Gm,9.0,17.91,9.0,17.91,1
Reddy's Fennel seeds 100gm,9.0,17.91,9.0,17.91,1
Gazab Basil Seed Orange,9.0,17.91,9.0,17.91,1
Mtr Karivepaku 100G,9.0,17.91,9.0,17.91,1
Shan Chana Chaat Masala 60Gm,9.0,17.91,9.0,17.91,1
Mothers Paneer Butter masala 75g,9.0,17.91,9.0,17.91,1
Laxmi Fansi(French Beans)300G,9.0,17.91,9.0,17.91,1
Ramdev Fenugreek Whole 200h,10.0,17.9,10.0,17.9,1
Mysore Sandal Jasmine,12.0,17.88,12.0,17.88,1
Tiger Vanilla 75G,18.0,17.82,18.0,17.82,1
Parle Fulltoss Masala Masti 52g,18.0,17.82,18.0,17.82,1
Cycle Sandalam Agarbatti 14G,18.0,17.82,18.0,17.82,1
KABOCHA,8.89,17.69,8.89,17.69,1
Eggplant Indian /Lb,8.86,17.62,8.86,17.62,1
Idhayam Banana Chips 340Gm,5.0,17.45,5.0,17.45,1
vicks vaporub,5.0,17.45,5.0,17.45,1
Vadilal Butterscotch Sanbwich 300ml,5.0,17.45,5.0,17.45,1
Aara Turmeric Powder 400G,5.0,17.45,5.0,17.45,1
Weikfie Mango Custard Pwd 300G,5.0,17.45,5.0,17.45,1
Gazab Sago Jalebi Papad400g,5.0,17.45,5.0,17.45,1
Vadilal Mango Dolly 60ml,7.0,17.43,7.0,17.43,1
Telugu Tomato 300G,7.0,17.43,7.0,17.43,1
RAM WHEAT COARSE 2LB,7.0,17.43,7.0,17.43,1
Aara Fryums Bhindi Cut Colour,7.0,17.43,7.0,17.43,1
Reddy's Criander seeds 200gm,7.0,17.43,7.0,17.43,1
Parle Elaichi Cream 66.72g,18.0,17.32,18.0,17.32,1
M.H Handi 1.5lt,1.0,16.99,1.0,16.99,1
Copper Kalash #10,1.0,16.99,1.0,16.99,1
AVANI MUSTARD OIL 4L,1.0,16.99,1.0,16.99,1
krishna set big & small,1.0,16.99,1.0,16.99,1
          feather peacock,3.0,16.98,3.0,16.98,1
Gazab Cardamom 200G,2.0,16.98,2.0,16.98,1
Wooden Ghee Pot,2.0,16.98,2.0,16.98,1
Pooja Nuts Whole,3.0,16.77,3.0,16.77,1
Guvar Beans / Lb,3.34,16.66,3.34,16.66,1
Gazab Red Chilli Powder 400g,3.0,16.47,3.0,16.47,1
Uttapam 30 Oz,3.0,16.47,3.0,16.47,1
Britannia Digsetive Black Seed,5.0,16.45,5.0,16.45,1
Deep Kati roll Tawa Paneer 18g,5.0,16.45,5.0,16.45,1
Amaranth Leaves/Lb,4.11,16.4,4.11,16.4,1
Weikfield Cornflour 100g,11.0,16.39,11.0,16.39,1
Aara Sago 200G,11.0,16.39,11.0,16.39,1
Mothers chicken biryani 100g,11.0,16.39,11.0,16.39,1
Shan Korma Curry Mix 50Gm,9.0,16.11,9.0,16.11,1
TELUGU SAMBAR MIX 312G,7.0,16.03,7.0,16.03,1
Priya Meat Masala Powder 100G,7.0,16.03,7.0,16.03,1
Gazab black cardamom 400g,1.0,15.99,1.0,15.99,1
spicy buffalo sytle momo 39oz,1.0,15.99,1.0,15.99,1
Himalay Intensive Body Lotion,2.0,15.98,2.0,15.98,1
Vadilal Chikoo Badam 500ml,2.0,15.98,2.0,15.98,1
Karachi Lacha Rabri,2.0,15.98,2.0,15.98,1
Aara Quinoa 800G,2.0,15.98,2.0,15.98,1
Tetley Premium Black Tea 80ct,2.0,15.98,2.0,15.98,1
Deep Jaggery Coconutpdr(1Lb),2.0,15.98,2.0,15.98,1
Vadilal Rajbhog Kulfi 500ml,2.0,15.98,2.0,15.98,1
Vadilal mango burfee 340g,2.0,15.98,2.0,15.98,1
Laxmi Garam Masala 350G,2.0,15.98,2.0,15.98,1
Vadilal Alphonsa Mango,2.0,15.98,2.0,15.98,1
Reddy's Moong dal 4LB,2.0,15.98,2.0,15.98,1
priyems sambar 800gm,2.0,15.98,2.0,15.98,1
Nanak Veggie Kebabs 600gm,2.0,15.98,2.0,15.98,1
Brass Ledal Aarti,5.0,15.97,5.0,15.97,1
vatika henna jet black,4.0,15.96,4.0,15.96,1
Hem Shree Ganesh INCENSE,4.0,15.96,4.0,15.96,1
Delicious Delight Bake rusk 400g,4.0,15.96,4.0,15.96,1
Laxmi Coriander Powder Jar400g,4.0,15.96,4.0,15.96,1
Dabur Herbal Toothpaste Imperi,4.0,15.96,4.0,15.96,1
Hem Lord Shiva Incense,4.0,15.96,4.0,15.96,1
Flore Broom,4.0,15.96,4.0,15.96,1
FALAK EXTREME BASMATI RICE 1KG,4.0,15.96,4.0,15.96,1
Aara Urad Gota 2Lb,4.0,15.96,4.0,15.96,1
Avani Kachi Ghani Mustard oil,4.0,15.96,4.0,15.96,1
Hem Shree Krishna Incense,4.0,15.96,4.0,15.96,1
Plastic Broom,4.0,15.96,4.0,15.96,1
Aara Moong Dal 2Lb,4.0,15.96,4.0,15.96,1
Aachi Ragi Flour Roasted 1 Kg,4.0,15.96,4.0,15.96,1
Punjabi Matri Spicy Para 300g,4.0,15.96,4.0,15.96,1
Quick Cafe3.52 Oz,4.0,15.96,4.0,15.96,1
Tea Strainer 2 In 1,4.0,15.96,4.0,15.96,1
LX.MUKHWAS CALCUTTA 200G,4.0,15.96,4.0,15.96,1
HEM Mogra Incense Sticks,4.0,15.96,4.0,15.96,1
BAMBINO ROAST VERMICELLI,4.0,15.96,4.0,15.96,1
HEM Meditation,4.0,15.96,4.0,15.96,1
Deep Ajman Stick 400gm,4.0,15.96,4.0,15.96,1
MR Mango Pick Hot 500g,4.0,15.96,4.0,15.96,1
Daily Delight Bombay mixture 400g,4.0,15.96,4.0,15.96,1
Reddy's dried coconut powder 200gm,4.0,15.96,4.0,15.96,1
VEEBA P &P SAUCE NONG,4.0,15.96,4.0,15.96,1
HEM precious fragrance,4.0,15.96,4.0,15.96,1
Ramdev Ragi flour 2lb,4.0,15.96,4.0,15.96,1
KOZHIKODE SLICED COCO 454G,4.0,15.96,4.0,15.96,1
HWM TIRUPATI BALAJI,4.0,15.96,4.0,15.96,1
Ss Serving Spoon @ 3,4.0,15.96,4.0,15.96,1
Hellmanns Real Mayonnaise 170M,4.0,15.96,4.0,15.96,1
OROWHEAT WHOLE WHEAT BREAD,4.0,15.96,4.0,15.96,1
Hem Maa Durga Incense,4.0,15.96,4.0,15.96,1
Lijjat Punjbi Masala Papd 200G,8.0,15.92,8.0,15.92,1
Bambino Tomato Muruku 170G,8.0,15.92,8.0,15.92,1
GAZAB ALOE PINAPPLE DRINK,8.0,15.92,8.0,15.92,1
Matches,8.0,15.92,8.0,15.92,1
gazab food color yellow,8.0,15.92,8.0,15.92,1
Adani Sesame Brown Seeds 200Gm,8.0,15.92,8.0,15.92,1
Tumbler Plastic,8.0,15.92,8.0,15.92,1
Mdh Kitchen King 100Gm,8.0,15.92,8.0,15.92,1
Deep Sesame Seeds Natural 200G,8.0,15.92,8.0,15.92,1
Parle G Pineapple 266.88g,8.0,15.92,8.0,15.92,1
Shan Chana Masala 100Gm,8.0,15.92,8.0,15.92,1
Shan White Karahi Chicken Mix 40g,8.0,15.92,8.0,15.92,1
Famous Pomegranate Basil Seed 290ml,8.0,15.92,8.0,15.92,1
Prakash Kolhapuri Thecha 100g,8.0,15.92,8.0,15.92,1
Balaji Cotton Wicks,8.0,15.92,8.0,15.92,1
Aara Pani Puri 200Gm,8.0,15.92,8.0,15.92,1
Deep Jaggery Square 500G,8.0,15.92,8.0,15.92,1
GAZAB MUSTARD SEEDS 200G,8.0,15.92,8.0,15.92,1
tumbler plastic 750,8.0,15.92,8.0,15.92,1
yardley london lavender soap,8.0,15.92,8.0,15.92,1
Adani Bay Leaves 50 gm,8.0,15.92,8.0,15.92,1
Deep Sesame Chikki 200G,8.0,15.92,8.0,15.92,1
Parel Nice 20-20(75G),23.0,15.87,23.0,15.87,1
Balaji Masala Shing 40G,16.0,15.84,16.0,15.84,1
Aara Sabudana 200Gm,16.0,15.84,16.0,15.84,1
Chayote Squash\Lb,15.51,15.36,15.51,15.36,1
Ramdev Bay leaves Whole 29g,8.0,15.22,8.0,15.22,1
Gazab Green Cardamom,1.0,14.99,1.0,14.99,1
Sdp IR-20 BOILED RICE 10LB,1.0,14.99,1.0,14.99,1
GLOVES,1.0,14.99,1.0,14.99,1
deepak glass,1.0,14.99,1.0,14.99,1
Brio Extra Virgin 1Lt,1.0,14.99,1.0,14.99,1
Adani Cinnamon Sticks Round400,2.0,14.98,2.0,14.98,1
Deep Masala Paneer Bites 360g,3.0,14.97,3.0,14.97,1
Laxmi Val Dal 2Lb,3.0,14.97,3.0,14.97,1
Reddy Red Chilli Powder 400gm,3.0,14.97,3.0,14.97,1
Laxmi Chili Pmedium Heat 350G,3.0,14.97,3.0,14.97,1
Iodex 50 g,3.0,14.97,3.0,14.97,1
Deep Red Chili Crushed 350Gm,3.0,14.97,3.0,14.97,1
Mothers Choondo(Mango) Pickle,3.0,14.97,3.0,14.97,1
National Ginger paste 750g,3.0,14.97,3.0,14.97,1
TELUGU Hand Pound RICE 2LB,3.0,14.97,3.0,14.97,1
Aara Black Pepper 7 Oz,3.0,14.97,3.0,14.97,1
Crunchy Delight Multi grain Peanut chikki 275g,3.0,14.97,3.0,14.97,1
Quick Tea Cardamom,3.0,14.97,3.0,14.97,1
Deep Cashews Whole 7 OZ,3.0,14.97,3.0,14.97,1
Gazab Idli Rava 4lb,3.0,14.97,3.0,14.97,1
GAZAB NEEM OIL 100ML,3.0,14.97,3.0,14.97,1
Telugu Corn Samosa,3.0,14.97,3.0,14.97,1
Aara Ajwain Seeds 400G,3.0,14.97,3.0,14.97,1
lx. amritsari 284gm,4.0,14.96,4.0,14.96,1
Coconut Hair Oil 150Ml,5.0,14.95,5.0,14.95,1
National Mutton Biryani 39g,5.0,14.95,5.0,14.95,1
MR Mixed Pickle SIS 300g,5.0,14.95,5.0,14.95,1
Ss Serving Spoon @2,5.0,14.95,5.0,14.95,1
Idhayam Andhra Mix 340Gm,5.0,14.95,5.0,14.95,1
Ramdev Mustard whole 400g,5.0,14.95,5.0,14.95,1
Ramdev Chilli Whole Kashmiri 100g,5.0,14.95,5.0,14.95,1
SHAN PAPAYA PASTE 300G,5.0,14.95,5.0,14.95,1
Amma Banana Chips 285G,5.0,14.95,5.0,14.95,1
Ayur Raja hena,5.0,14.95,5.0,14.95,1
Hem Maha Laxmi Incense,5.0,14.95,5.0,14.95,1
VITAL LEMON GRASS TEA,5.0,14.95,5.0,14.95,1
Vadilal Aloo Paratha (4pcs),5.0,14.95,5.0,14.95,1
Boroline Antiseptic Cream 20G,5.0,14.95,5.0,14.95,1
Balaji Gangajal,5.0,14.95,5.0,14.95,1
Black rose kali mehandi 5*10gm,5.0,14.95,5.0,14.95,1
Laxmi Methi Paratha 400G,5.0,14.95,5.0,14.95,1
Priya Gongur Onion (G) 10.6Oz,5.0,14.95,5.0,14.95,1
Aachi lemon powder rice 100gm,5.0,14.95,5.0,14.95,1
Shana Sliced Coconut 454g,5.0,14.95,5.0,14.95,1
Priya Lime Pickle (W/ Garlic),5.0,14.95,5.0,14.95,1
Mother's Ginger Paste 300g,5.0,14.95,5.0,14.95,1
Daily delight Sambar Mix 400gm,5.0,14.95,5.0,14.95,1
Vadilal Paneer Kathi roll 200gm,5.0,14.95,5.0,14.95,1
Aachi Butter chicken Masala 100gm,5.0,14.95,5.0,14.95,1
Priya Mixed Veg (W/ Garlic),5.0,14.95,5.0,14.95,1
Vadilal Bajri Rotla 325g,5.0,14.95,5.0,14.95,1
Sujata Multigrain Roti 12pcs,5.0,14.95,5.0,14.95,1
National Chicken Tandoori 1.44oz,5.0,14.95,5.0,14.95,1
Vadilal Lachha Paratha (5Pis),5.0,14.95,5.0,14.95,1
Aara Kolhapuri Mamra 400G,5.0,14.95,5.0,14.95,1
Deep Kallonji Seeds - 100 Gm,5.0,14.95,5.0,14.95,1
