product,barcode,order,product_quantity,total_price,average_sales_price,average_cost_price,margin
Cycle Sandal Puja Oil 500Ml,8901751441062,2,2.0,8.98,4.49,3.2,2.58
Parachute Jasmine Coconut Oil 190ml,8901088045674,3,3.0,8.97,2.99,1.4000000000000004,4.77
Jasmine Coconut Oil 300Ml,8901088045681,1,1.0,3.99,3.99,2.0,1.99
PUNYAS DEEPAM OIL/500ML,983461175,1,1.0,4.99,4.99,2.75,2.24
GAZAB ALMOND OIL 100ML,841970027228,4,4.0,27.96,6.99,4.58,9.64
IDHAYAM COLD PEANUT OIL 500G,679771384963,2,2.0,11.98,5.99,3.5,4.98
GAZAB NEEM OIL 100ML,841970027235,3,3.0,14.97,4.99,2.5000000000000004,7.47
PURE FAITH PEANUT OIL 1L,789555426311,4,4.0,31.96,7.99,5.41,10.32
Parachute Virgin 200Ml,856408005235,11,11.0,43.89,3.99,2.7,14.19
Cycle Pure Puja Oil Tulsi 500M,8901751441079,8,9.0,40.41,4.49,3.1999999999999997,11.61
Canola Oil 1 Gal,078742122052,6,6.0,71.94,11.99,9.12,17.22
Pran Mustard Oil 500 Ml,831730005450,9,10.0,39.9,3.99,2.5,14.9
Famous Pure Sun Flower Oil,8517340032544,1,1.0,7.99,7.99,5.0,2.99
Parachute Amla 300Ml,8901088742719,1,1.0,2.99,2.99,0.0,2.99
Dabur Amla Lite 200Ml,8901207025235,1,1.0,2.99,2.99,0.0,2.99
Pura Faith Sunflower Oil 1Ltr,7047153391886,9,9.0,53.91,5.99,2.9099999999999997,27.72
Laxmi Peanut Oil 2Liter,723246292014,3,3.0,38.97,12.99,9.049999999999999,11.82
Parachute Almond 300Ml,8901088201315,3,3.0,11.97,3.99,2.0000000000000004,5.97
Dabur Sesame Oil 500Ml,8901207006883,15,15.0,89.85,5.99,3.9999999999999996,29.85
Goya Extra Virgin Olive Oil,041331011051,4,4.0,27.96,6.99,4.92,8.28
Coconut Hair Oil 150Ml,5022496121507,5,5.0,14.95,2.99,1.44,7.75
Parachute Coconut Oil 1.86Ml,749088666400,3,3.0,47.97,15.99,11.15,14.52
Herbal Hair Oil,196852568710,1,2.0,21.98,10.99,8.5,4.98
Avani Kachi Ghani Mustard oil,853271008394,4,4.0,15.96,3.99,2.33,6.64
Kb Livon Hair Oil,8901088722650,1,1.0,4.99,4.99,0.0,4.99
Telugu Swetha Peanut Oil 1 Lit,8906085277745,3,1.0,9.99,9.99,4.98,5.01
Dabur Mustard Oil 250Ml,8901207036590,9,11.0,32.89,2.99,1.7100000000000002,14.08
Pura Faith Sunflower Oil 2Ltr,7047153391954,4,4.0,43.96,10.99,5.83,20.64
Laxmi Sesame Oil 500Ml,723246266039,20,20.0,143.8,7.19,4.8325000000000005,47.15
Cycle Pure Puja Oil500Ml,8901751441055,8,8.0,35.92,4.49,3.17,10.56
Laxmi Corn Oil /2.84L,723246101170,2,2.0,31.98,15.99,10.66,10.66
Organic Virgin Oil,856408005150,3,3.0,20.97,6.99,5.1,5.67
Dabur Mustard Oil 500Ml,8901207096402,17,17.0,67.83,3.99,2.5,25.33
IDHAYAM PEANUT OIL 1L,679771022520,7,7.0,55.93,7.99,5.0,20.93
Brio Olive Oil,853271008189,15,18.0,161.82,8.99,6.0,53.82
Amla Hair Oil 4Oz,197644665679,5,5.0,54.95,10.99,7.99,15.0
Dabur Amla Gold Hair Oil 300Ml,5022496001274,1,1.0,6.49,6.49,0.0,6.49
Dabur Vatika Argan Oil 300Ml,5022496005982,1,1.0,6.49,6.49,0.0,6.49
AVANI COCONUT OIL 1L,853271008752,3,3.0,20.97,6.99,4.8,6.57
Swetha Peanut Oil 2 Litter,8906085277929,9,9.0,134.91,14.99,8.100000000000001,62.01
Parachute Oil 1L,8901088043953,6,6.0,65.94,10.99,7.5,20.94
Olive Cactus Hair Oil 300Ml,5022496004794,2,2.0,13.98,6.99,2.1500000000000004,9.68
Dabur Sesame Oil 250Ml,8901207011429,23,24.0,83.76,3.49,2.3000000000000003,28.56
Idyham Seame Oil 1 Lt,890023001043,2,2.0,19.98,9.99,6.4,7.18
Parachute Coconut Oil 555Ml,7490886662264,19,19.0,113.81,5.99,3.4500000000000006,48.26
IDHAYAM COLD GROUNDNUT OIL 1L,679771369250,2,2.0,19.98,9.99,6.0,7.98
Gazab Sunflower Oil 2L,810347006265,10,12.0,107.88,8.99,4.999999999999999,47.88
Parachute Rosemary,8901088743846,1,2.0,11.98,5.99,1.9000000000000004,8.18
Parachute Coconut Oil 444Ml,8564080050512,10,10.0,39.9,3.99,2.8,11.9
Avani Gingelly Oil,853271008448,10,10.0,79.9,7.99,5.200000000000001,27.9
Idhayam Gingely Oil 5Lt,890023001067,6,6.0,215.94,35.99,27.5,50.94
Dabur Amla Hair Oil 300Ml,5022496101363,5,5.0,29.95,5.99,2.6,16.95
GRAMIYA GROUNDNUT OIL 1L,8908012556015,5,6.0,59.94,9.99,7.0,17.94
Patanjali Mustard 5L,8904109463754,2,2.0,51.98,25.99,16.75,18.48
AVANI GINGELLY OIL 2L,853271008455,8,8.0,119.92,14.99,10.33,37.28
Dabur Amla Hair Oil-200Ml,5022496101349,4,5.0,19.95,3.99,1.2899999999999998,13.5
Navratna Ayurvedic Oil 90 Ml,8901248104791,11,11.0,32.89,2.99,1.75,13.64
Lx Mustard Oil 500Ml,723246265971,20,22.0,108.78,4.94,2.437727272727273,55.15
Avani Peanut Oil 500GM,853271008707,13,13.0,51.87,3.99,2.5,19.37
Pia beauty Pure Onion 4Oz,196852157037,4,4.0,35.96,8.99,5.625,13.46
Almond Oil 300Ml,6291069651089,8,8.0,55.92,6.99,4.300000000000001,21.52
NATURAL BLACK SEED OIL,894545000614,4,4.0,23.96,5.99,2.6625,13.31
Kalonji Oil Black Seed,8906103460173,6,6.0,27.96,4.66,4.166666666666667,2.96
Lakmi Castor Oil 500Gm,723246265988,16,16.0,98.84,6.1775,3.9381250000000003,35.83
Sunflower Oil 1Lit,810347006302,8,9.0,44.91,4.99,2.7499999999999996,20.16
Coconut Hair Oil 200Ml,5022496123006,3,4.0,23.96,5.99,2.475,14.06
Kumkummadi Oil,198168320464,3,3.0,26.97,8.99,4.333333333333333,13.97
AVANI GINGELY OIL 500GM,853271008431,27,29.0,173.71,5.99,4.0,57.71
Navratna Ayurvedic Oil 180Ml,8901248104807,6,6.0,35.94,5.99,2.4999999999999996,20.94
IDHAYAM COLD SESAME OIL 1 L,932767908827,4,4.0,43.96,10.99,7.0,15.96
Sdp Sesame Oil 2 L,810123941841,7,7.0,167.93,23.99,17.29,46.9
All In One Herbal,196852382293,2,2.0,21.98,10.99,3.995,13.99
Idhayam Gingely Oil 500Ml,8904001800268,6,6.0,35.94,5.99,3.5,14.94
Navratna Ayurvedic Oil 450Ml,8901248104821,5,5.0,54.95,10.99,5.000000000000001,29.95
Block Seed &Henna 300Ml,8901088743877,5,7.0,27.93,3.99,1.0857142857142859,20.33
Parachute Rosemary hair oil,8901088735308,4,5.0,34.95,6.99,2.8800000000000003,20.55
Dabur Mustard Oil 1 Lt,8901207046599,16,18.0,143.82,7.99,4.8,57.42
Swagat Cold Pressed Peanut Oil,643864828351,19,19.0,170.81,8.99,5.75,61.56
Laxmi Sesame Oil 2L,723246270067,24,25.0,419.75,16.82333333333333,12.32,111.75
Dabur Sesame Oil 1 Lit,8901207006890,20,20.0,219.8,10.99,8.0,59.8
Parachute Coconut Oil 177ml,749088058014,44,45.0,134.55,2.99,1.4000000000000004,71.55
Swetha Peanut Oil 1 Liter,8906085277721,10,10.0,79.9,7.99,4.200000000000001,37.9
Lx Cold Pressed Sesame Oil 2L,723246288888,12,12.0,282.88,23.57333333333333,17.433333333333334,73.68
Sdp Groundnut Oil 1L,810123942022,21,21.0,230.79,10.99,6.989999999999999,84.0
Idhayam Gingely Oil 2Lt.,8904001800220,5,5.0,84.95,16.99,12.16,24.15
Idhayam Sesame Oil 200Ml,idh200,29,36.0,107.64,2.99,1.4,57.24
Sdp Sesame Oil 1L,810123942039,21,21.0,293.79,13.99,9.290000000000001,98.7
Brio Sunflower Oil,853271008295,30,30.0,149.7,4.99,2.8299999999999996,64.8
Sdp Groundnut Oil 2Li,810123941834,13,13.0,272.87,20.99,13.290000000000001,100.1
Dheepam Oil 1 L,8906010260125,23,24.0,191.76,7.99,4.8,76.56
Avani Peanut Oil 1L,853271008486,33,33.0,247.17,7.49,4.829999999999999,87.78
Sdp Sesame Oil 5L,850026857733,5,5.0,289.95,57.99,40.989999999999995,85.0
Lx Cold Pressed Peanut Oil 2liter,723246288871,24,24.0,394.76,16.44833333333333,13.350833333333332,74.34
Laxmi Cold Pressed Mustard Oil 2L,723246285672,17,17.0,224.83,13.22529411764706,8.144117647058824,86.38
Biro Sunflower Oil,853271008301,18,18.0,161.82,8.99,5.5,62.82
Fortune Sunflower Oil 1L,8906008812169,22,23.0,137.77,5.99,3.58,55.43
Sdp Groundnut Oil 5L,850026857436,6,6.0,275.94,45.99,30.99,90.0
Laxmi Sesame (1Lt),723246270012,24,24.0,253.76,10.57333333333333,6.833333333333333,89.76
Laxmi Cold Pres Peanut Oil 5Lt,723246287997,40,41.0,1413.59,34.49,23.48780487804878,450.59
Biro Sunflower Oil 3L,853271008318,57,57.0,683.43,11.99,6.999999999999999,284.43
Biro Sunflower Oil 5L,853271008325,23,25.0,399.75,15.99,11.0,124.75
"     Spices, Seasonings & Condiments / Spice Mix",,2717,4723.8,11496.71,2.776912270642202,1.545814810110504,4194.59
Mother Kitchen King 90G,8907316001610,3,3.0,11.97,3.99,4.0,-0.03
Deep Cumin Powder 400gm,011433071161,1,1.0,5.99,5.99,4.45,1.54
Deep FuneGreek Seeds 200gm,011433073196,5,5.0,9.95,1.99,0.9999999999999998,4.95
Deep Coriander Powder 4LB,011433114851,1,1.0,7.99,7.99,6.0,1.99
Deep Fried Onion 400Gm,011433153850,8,9.0,35.91,3.99,2.705555555555555,11.56
Deep Kashmiri Chili Powder 400 gm,011433160735,5,6.0,41.94,6.99,5.55,8.64
Deep Kashmiri Chili Whole 100G,011433162821,6,6.0,14.94,2.49,1.8499999999999999,3.84
National Bombay Biryani 55g,620514000282,2,2.0,3.98,1.99,0.9199999999999999,2.14
National Haleem43G,620514000367,1,1.0,1.29,1.29,0.8300000000000001,0.46
National Karahi Gosht 50g,620514000404,1,1.0,1.99,1.99,0.9199999999999999,1.07
National Chaat Masala 50g,620514001029,1,1.0,1.99,1.99,0.9199999999999999,1.07
National Chicken Biryani Mix 44g,620514001760,3,4.0,11.96,2.99,1.5000000000000002,5.96
National Chicken Tandoori 1.44oz,620514006826,4,5.0,14.95,2.99,1.4999999999999998,7.45
National Mutton Biryani 39g,620514007854,1,5.0,14.95,2.99,1.4899999999999998,7.5
National Chicken Biryani 39g,620514007861,1,2.0,3.98,1.99,0.915,2.15
National Fish Fried,620514008394,1,1.0,0.99,0.99,0.75,0.24
National Ginger Garlic 750G,620514011783,10,10.0,49.9,4.99,3.5,14.9
National Fried Chops 50G,620514016009,1,1.0,1.99,1.99,1.99,0.0
Mdh Garam Masala 100G,6291103750167,1,1.0,1.99,1.99,1.4,0.59
Mdh Kashmiri Mirch 100g,6291103750211,4,4.0,9.96,2.49,1.4900000000000002,4.0
Mdh Achari Chicken 100G,6291103750440,1,1.0,1.99,1.99,1.35,0.64
Mdh Achari Gosht Masala 100G,6291103750457,1,1.0,1.99,1.99,1.45,0.54
Mdh Kitchen King 500g,6291103750587,2,2.0,11.98,5.99,4.0,3.98
kvl kasuri methi 25g,643864543698,11,11.0,21.89,1.99,1.35,7.04
Laxmi Garam Masala 350G,723246286730,2,2.0,15.98,7.99,6.03,3.92
Laxmi Saffron 1G,738661060018,22,22.0,85.78,3.899090909090909,2.0,41.78
India Nat Coconut Milk Powder,749088600114,2,2.0,9.98,4.99,3.5900000000000003,2.8
Priya Kura Karam (100G),785018084906,8,12.0,23.88,1.99,1.2499999999999998,8.88
Priya Fish Masala Powder 100G,785018084944,2,2.0,3.98,1.99,0.8999999999999999,2.18
Priya Madras Curry Powder 100G,785018084951,2,2.0,3.98,1.99,1.1,1.78
Priya Paneer Butter Masala 100g,785018167265,1,1.0,1.99,1.99,1.1600000000000001,0.83
Priya Chaaru Masala,785018167272,1,1.0,1.99,1.99,0.79,1.2
Shan Bombay Biryani Mix(65G),788821001146,18,24.0,47.76,1.99,1.6241666666666665,8.78
Shan Murgh Cholay Mix 50G,788821002020,3,4.0,7.96,1.99,1.4100000000000001,2.32
Shan Easy Cook Haleem Mix (350,788821016034,1,1.0,3.99,3.99,2.49,1.5
Shan Vegetable Masala 200g,788821017611,1,1.0,1.99,1.99,1.4100000000000001,0.58
Shan Dal Makhani 100g,788821017802,4,4.0,7.96,1.99,1.4100000000000001,2.32
Fried onions 1kg,788821017864,6,8.0,103.92,12.99,10.8,17.52
Shan Achar Gosht Curry Mix 50G,788821021144,7,7.0,13.93,1.99,1.592857142857143,2.78
Shan Kofta Curry Mix 50G,788821024022,4,5.0,9.95,1.99,1.4,2.95
Shan Keema Curry Mix 50G,788821033147,10,12.0,23.88,1.99,1.6199999999999999,4.44
Shan Liver Curry Mix 50Gm,788821048028,1,1.0,1.99,1.99,1.4100000000000001,0.58
Shan Fish Biryani Mix(50G),788821060051,2,2.0,3.98,1.99,1.4,1.18
Shan Garam Masala 50Gm,788821060143,4,5.0,9.95,1.99,1.3299999999999998,3.3
Shan Kheer Mix 150G,788821063076,1,3.0,7.47,2.49,1.3,3.57
Shan Haleem Masala Mix(60G),788821067142,5,7.0,13.93,1.99,1.4000000000000001,4.13
Shan Curry Powder Mix(100G),788821073143,2,3.0,5.97,1.99,1.5,1.47
Shan Meat&Veg Curry Mix 100Gm,788821095091,1,1.0,1.99,1.99,1.4100000000000001,0.58
Shan Kat A Kat Curry Mix 50Gm,788821119025,1,1.0,1.99,1.99,1.4100000000000001,0.58
Shan Biryani Masala 50gm Mix,788821122124,20,23.0,45.77,1.99,1.6200000000000003,8.51
premier sambar chilli 400g,789555426281,3,4.0,23.96,5.99,4.2,7.16
Mtr Pav Bhaji Masala 100G,840965000482,2,2.0,6.58,3.29,2.2,2.18
Mtr Chana Masala - 100Gm,840965000499,2,2.0,4.58,2.29,1.5,1.58
Mtr Bisibele Bhath Paste 10Oz,840965000574,10,15.0,44.85,2.99,2.1,13.35
Mtr Vangi Bhath Powder(100G),840965001090,14,14.0,41.86,2.99,1.83,16.24
Gazab Ginger Pwd 200G,841970013900,2,2.0,5.98,2.99,1.7500000000000002,2.48
Mugga 100G,841970017533,1,1.0,4.99,4.99,3.0,1.99
Gazab Citric Acid/100G,841970018363,2,2.0,3.98,1.99,1.0,1.98
Gazab Dagad Phool 100G,841970018370,5,5.0,19.95,3.99,2.5,7.45
GZ KABAB CHINI 200G,841970025217,4,4.0,43.96,10.99,6.75,16.96
Gazab Anardana Seeds 100G,841970028416,1,1.0,2.99,2.99,2.0,0.99
Aara White Pepper Whole 100G,850027824291,2,2.0,3.98,1.99,1.3,1.38
Aara Vathakuz Mix Pow,850027824475,1,1.0,1.99,1.99,1.3,0.69
Reddy Red Chilli Powder 400gm,850064196214,3,3.0,14.97,4.99,3.6400000000000006,4.05
Reddy's red chilli powder 200gm,850064196634,8,8.0,23.92,2.99,1.8200000000000003,9.36
Reddy's cloves whole 100gm,850064196641,8,8.0,23.92,2.99,1.7900000000000003,9.6
Reddy's Coriander powder 200gm,850064196658,2,2.0,4.98,2.49,1.0700000000000003,2.84
Reddy's cumin powder 200gm,850064196665,2,2.0,4.98,2.49,1.3900000000000001,2.2
Reddy's Turmeric powder 200gm,850064196672,7,7.0,13.93,1.99,1.22,5.39
Reddy's Garam masala 200gm,850064196740,3,3.0,8.97,2.99,1.8900000000000003,3.3
Reddy's dried coconut powder 200gm,850064196771,4,4.0,15.96,3.99,2.1900000000000004,7.2
Reddy's Kashmiri chilli powder 200gm,850064196924,12,12.0,35.88,2.99,1.7900000000000003,14.4
Reddy's Methi Powder 200gm,850064196948,3,3.0,7.47,2.49,1.0899999999999999,4.2
Reddy's Black cardamom 100gm,850074823056,6,6.0,29.94,4.99,3.8000000000000003,7.14
INSTANT RASAM MIX 100G,850616006442,2,2.0,3.98,1.99,1.25,1.48
CHUKKU MALLI 100G,850616006527,2,2.0,3.98,1.99,1.25,1.48
TOMATO RICE POWDER 200GM,850616006602,1,1.0,2.99,2.99,2.0,0.99
Cinnamon Stick Round(400Gm),851341006066,2,2.0,11.98,5.99,4.0,3.98
Aara Anardana Powder 100G,852984006864,1,1.0,1.99,1.99,1.05,0.94
Aara Ajinomoto 100g,853985008277,1,1.0,1.99,1.99,1.25,0.74
Aara Fennel Roasted 400G,853985008499,4,4.0,23.96,5.99,4.6000000000000005,5.56
Aara Citric Acid 100G,853985008963,1,1.0,1.49,1.49,0.62,0.87
Aara Cumin Powder 400,859800005049,1,1.0,3.99,3.99,2.8000000000000003,1.19
Aara Corriander Pwdr 14Oz,859800005100,3,3.0,11.97,3.99,2.5000000000000004,4.47
Aara Chilli Powder 400G,859800005230,1,1.0,6.99,6.99,5.15,1.84
Aara Ginger Pwdr 14Oz,859800005544,3,4.0,19.96,4.99,3.0,7.96
Aara Black Pepper Powder 100G,859800005612,8,8.0,20.72,2.59,1.4999999999999998,8.72
Aara Nutmeg Whole 100g,859800005674,2,2.0,11.98,5.99,4.4,3.18
Gazab Alsi Powder/200G,864595119567,1,1.0,2.59,2.59,1.4999999999999998,1.09
Eastern Curd Chilli,8901440000600,6,6.0,11.94,1.99,1.3,4.14
Eastern - Kabab Masala,8901440011309,2,2.0,3.98,1.99,1.5,0.98
Eastern Mutton Masala 100G,8901440011477,2,2.0,3.98,1.99,1.5,0.98
Eastern Chilly Chicken Masala 100g,8901440206842,2,2.0,3.98,1.99,1.5,0.98
Badshah Pani Puri Masala(100G),8901774002110,5,5.0,9.95,1.99,1.2499999999999998,3.7
Badshah Surti Jiralu(100g),8901774002240,1,1.0,1.99,1.99,0.8999999999999999,1.09
Badshah Chicken Bir Mas-100Gm,8901774002509,3,3.0,5.97,1.99,1.2499999999999998,2.22
Everest Sabji Masala-100Gm,8901786131006,4,4.0,5.96,1.49,1.05,1.76
Everest Chicken Masala 500G,8901786165001,3,3.0,26.97,8.99,6.0,8.97
Everest Dry Ginger-100Gm,8901786341009,3,3.0,5.97,1.99,1.3,2.07
Everest Saffron 0.5G,8901786380008,13,13.0,51.87,3.99,2.5,19.37
Everest Egg Curry Mas-50Gm,8901786480500,2,2.0,2.98,1.49,0.75,1.48
Everest Curry Powder 100G,8901786521005,1,1.0,1.99,1.99,1.3,0.69
Everest Momo Masala 100G,8901786561001,2,3.0,5.97,1.99,0.8999999999999999,3.27
Everest Kanda Lasun Masala,8901786582006,2,2.0,4.98,2.49,1.2900000000000003,2.4
Mdh Meat Curry Masala 100Gm,8902167000140,9,9.0,17.91,1.99,1.2999999999999998,6.21
Mdh Dahivada Raita Masala 100G,8902167000355,1,1.0,1.99,1.99,1.35,0.64
Mdh Rajmah Masala 100Gm,8902167000454,2,4.0,7.96,1.99,1.3599999999999999,2.52
Ramdev Paneer Cilli Masala 100g,8902188635062,2,2.0,3.98,1.99,1.0,1.98
Ramdev Schezwan Fried Rice 100g,8902188636069,1,1.0,1.99,1.99,1.05,0.94
RAM VEG MANC 100GM,8902188688068,2,2.0,3.98,1.99,0.81,2.36
Ramdev Chhole masala 100g,8902188822066,1,3.0,5.97,1.99,0.8999999999999999,3.27
Ramdev Panipuri Masala 100g,8902188823056,3,3.0,5.97,1.99,1.0999999999999999,2.67
Adani Dill Seeds 100Gm,8904147401053,1,1.0,1.29,1.29,0.8,0.49
Adani Dill Seeds 200Gms,8904147401060,1,1.0,2.29,2.29,1.5,0.79
Adani Cinnamon Sticks Round400,8904147406591,2,2.0,14.98,7.49,5.25,4.48
Adani Dry Mint Leaves Pwr 200G,8904147413209,1,1.0,3.49,3.49,2.25,1.24
Adani Biryani Masala,8904147413346,1,1.0,1.99,1.99,0.7,1.29
Aachi fried chicken mix 100g,8904209300973,2,2.0,5.98,2.99,1.62,2.74
Aachi Tandoori Masala 100G,8904209301758,7,8.0,23.92,2.99,2.0,7.92
Aachi Butter chicken Masala 100gm,8904209302700,1,5.0,14.95,2.99,1.6199999999999999,6.85
Aachi Chicken Tikka 100G,8904209302724,1,1.0,2.99,2.99,1.62,1.37
Aachi paneer tikka masala 100gm,8904209302748,2,2.0,5.98,2.99,1.62,2.74
Aachi chetinad chicken biryani 45g,8904209306173,1,1.0,1.99,1.99,0.94,1.05
Aachi Nawabi Chicken Biryani 45g,8904209306203,3,3.0,5.97,1.99,0.8999999999999999,3.27
Aachi Dum Biryani Msl,8904209306227,6,10.0,19.9,1.99,0.8999999999999998,10.9
Aachi pilau biryani 45g,8904209306234,4,2.0,3.98,1.99,0.94,2.1
Aachi Country Chicken Biryani 45G,8904209306241,1,4.0,7.96,1.99,0.8999999999999999,4.36
Aachi malabar chicken 45g,8904209306265,2,2.0,3.98,1.99,0.9199999999999999,2.14
Aachi Mughal Biryani 45G,8904209306333,1,2.0,3.98,1.99,0.9199999999999999,2.14
Aachi Memoni Mutton Bir 45G,8904209306340,2,2.0,3.98,1.99,0.9299999999999999,2.12
Aachi Hyderabadi Dum Biryani 45g,8904209306364,5,7.0,13.93,1.99,0.9,7.63
Aachi Sindhi Biryani Msl 45G,8904209306371,2,2.0,3.98,1.99,0.8999999999999999,2.18
Aachi Spicy Sambar Powder 100g,8904209319715,3,3.0,8.97,2.99,1.62,4.11
Mothers Paneer Butter masala 75g,8906001052005,8,9.0,17.91,1.99,0.8999999999999999,9.81
Mothers Veg Biryani Mix 75g,8906001052029,5,7.0,10.43,1.49,0.9500000000000001,3.78
Mother Chicken Nawabi 80g,8906001052081,5,6.0,8.94,1.49,0.9499999999999998,3.24
Mothers Mutton Curry 80gm,8906001052098,1,2.0,2.58,1.29,0.95,0.68
Mothers Kerala Chicken roast 100g,8906001052630,3,5.0,7.45,1.49,0.95,2.7
Mothers KERALA PRAWNS FRY 75g,8906001052654,1,1.0,1.29,1.29,0.95,0.34
Mothers Veg Makhanwala Mix 75g,8906001052760,1,1.0,1.29,1.29,0.95,0.34
Chicken Tikka 90G,8906001053088,1,2.0,2.58,1.29,0.95,0.68
Mothers Butter Chicken 80g,8906001054597,2,6.0,8.94,1.49,0.9499999999999998,3.24
Banne Nawabs Chat Masala 75g,8906019080373,1,1.0,1.99,1.99,1.25,0.74
AACHI BIRYANI MASALA 100G,8906021123976,7,8.0,23.92,2.99,2.0,7.92
Aachi Chicken Curry 100G,8906021123990,14,17.0,50.83,2.99,2.0,16.83
Aachi Curry Masala 100g,8906021124058,1,1.0,2.99,2.99,2.0100000000000002,0.98
Aachi fish fry 100g,8906021124102,7,7.0,20.93,2.99,2.0100000000000002,6.86
Aachi Idly powder 100g,8906021124140,9,11.02,32.95,2.99,1.61978221415608,15.1
aachi chicken kadai masala 100g,8906021124164,1,1.0,2.99,2.99,2.0100000000000002,0.98
Aachi lemon powder rice 100gm,8906021124225,5,5.0,14.95,2.99,1.6199999999999999,6.85
Aachi Mutton Curry 100G,8906021124232,4,4.0,11.96,2.99,2.0,3.96
Aachi pepper chicken masala 100gm,8906021124249,4,4.0,11.96,2.99,2.0100000000000002,3.92
Aachi Rasam powder 100g,8906021124263,8,8.0,23.92,2.99,2.0100000000000002,7.84
Aachi Tomato rice 100gm,8906021124300,3,3.0,8.97,2.99,1.62,4.11
Aachi meat masala 100gm,8906021124690,2,2.0,5.98,2.99,2.0100000000000002,1.96
Aachi Pani puri Masala 100gm,8906021126526,3,3.0,8.97,2.99,2.0100000000000002,2.94
aachi pav Bhaji masala 100g,8906021126564,1,1.0,2.99,2.99,2.0100000000000002,0.98
Aachi Madras sambar powder 100g,8906021128551,6,6.0,11.94,1.99,1.6199999999999999,2.22
Aachi Kashmiri Chilli 100G,8906021129015,6,10.0,29.9,2.99,2.0,9.9
Century Meat Masala,8906057900220,1,1.0,1.49,1.49,0.9,0.59
Telugu Fish Masala 100G,8906081384331,2,2.0,3.98,1.99,1.25,1.48
Mother Goan Chicken Xacuti 80g,8907316004277,2,2.0,2.98,1.49,0.95,1.08
Mothers Egg Curry 80G,8907316004659,4,4.0,5.96,1.49,0.95,2.16
Mothers Chicken 65,8907316007315,5,8.0,10.32,1.29,1.05,1.92
Shree Coconut Chatni 50g,943460687,1,1.0,0.99,0.99,0.7,0.29
Shree Ragda Masala,rag,1,1.0,0.99,0.99,0.7,0.29
Everest Tikhalal 50G,8901786391004,3,3.0,5.67,1.89,1.3699999999999999,1.56
MDH KORMA MASALA 60G,6291103750778,1,1.0,1.99,1.99,1.5,0.49
Mdh Sabji Masala 100Gm,8902167000416,2,2.0,3.98,1.99,1.45,1.08
Mdh Arhar Dal Masala 100Gm,8902167001109,2,2.0,3.98,1.99,1.45,1.08
Shan Chicken Manchurian Mix,788821001474,1,1.0,1.99,1.99,1.4100000000000001,0.58
Shan Chicken Ginger Mix 50Gm,788821066022,2,2.0,3.98,1.99,1.4100000000000001,1.16
Shan Achar Pickle 50G,788821074058,2,2.0,3.98,1.99,1.4100000000000001,1.16
Shan Chicken Handi Mix(50G),788821096098,2,2.0,3.98,1.99,1.4100000000000001,1.16
Shan Frd Chops/Steaks Mix 50Gm,788821115010,7,9.0,17.91,1.99,1.4100000000000001,5.22
Mdh Pulao Masala 50Gms,6291103750303,1,1.0,1.99,1.99,1.4,0.59
Shan Roghan Josh Masala 50 Gm,788821070142,1,1.0,1.99,1.99,1.4,0.59
Mdh Dal Makhani Masala 100Gm,8902167001017,2,2.0,3.98,1.99,1.4,1.18
Mdh Shahi Paneer Masala 100Gm,8902167001048,1,1.0,1.99,1.99,1.4,0.59
Mdh Karahi Chicken 100Gm,8902167001093,4,4.0,7.96,1.99,1.35,2.56
Mdh Fish Curry Masala 100Gm,8906028554209,2,2.0,3.98,1.99,1.33,1.32
Everest Jiralu Powder-100Gm,8901786051007,4,5.0,9.95,1.99,1.2999999999999998,3.45
Everest Rajma Masala 100g,8901786541003,6,6.0,11.94,1.99,1.2899999999999998,4.2
Badshah Paneer Butter Masala,8901774009621,1,1.0,1.99,1.99,1.25,0.74
Telugu Meat Masala 90G,8906081384324,4,5.0,9.95,1.99,1.2499999999999998,3.7
Priya Biryani Masala Powwder 100G,785018084920,1,1.0,1.99,1.99,1.24,0.75
SWAGAT DRY CURRY LEAVES 50G,643864823707,4,4.0,7.96,1.99,1.2,3.16
Mtr Chaat Masala-100Gm,840965000604,9,9.0,20.61,2.29,1.5,7.11
Spicy Sambar Powder 100G Mtr,840965003858,1,1.0,2.29,2.29,1.5,0.79
Mdh Chana Dal Masala 100G,8902167000331,2,2.0,3.98,1.99,1.2,1.58
Mdh Hyderabadi Biryani 50Gm,8902167000577,2,2.0,4.98,2.49,1.7000000000000002,1.58
Telugu Kura Karam Podi 100g,8906081380708,3,3.0,5.97,1.99,1.13,2.58
Mtr Sambar Paste (200G),840965000550,2,2.0,5.98,2.99,2.1,1.78
Aara Sesame Seeds 200Gm,851341006899,1,1.0,2.49,2.49,1.5500000000000003,0.94
Badshah Kasuri Methi 25Gm,8901774001038,8,8.0,7.92,0.99,0.5,3.92
Mother's Recipe Chole Masala,8906001057628,4,4.0,17.96,4.49,4.0,1.96
Mother's Recipe Garam Masala 50g,8906001057666,2,3.0,13.47,4.49,4.0,1.47
Shan Rasam Masala 165G,788821017659,1,1.0,3.49,3.49,2.5,0.99
Gazab Roasted Split 200G,841970016352,1,1.0,1.99,1.99,1.0,0.99
Aara Shah Jeera 100G,857038006777,30,34.0,95.68,2.790666666666667,2.0,27.68
Adani White Whole Pepper/100Gm,8904147406430,1,1.0,3.49,3.49,2.5,0.99
